time	type	info
63627194025659.094	info	autosave (1429ms)
63627194027092.750	scanner	TR: 045/210
63627194027098.109	experiment	block 4 start
63627194028793.156	scanner	TR: 046/210
63627194030792.758	scanner	TR: 047/210
63627194032791.812	scanner	TR: 048/210
63627194033113.727	buttonbox	pressed: responseud
63627194034792.883	scanner	TR: 049/210
63627194034867.766	buttonbox	pressed: responseud
63627194036793.523	scanner	TR: 050/210
63627194037951.680	buttonbox	pressed: responseud
63627194038636.547	experiment	fixations correct: 3/3 (100%)
63627194038900.469	scanner	TR: 051/210
63627194040791.445	scanner	TR: 052/210
63627194041963.648	buttonbox	pressed: responselrud
63627194042792.570	scanner	TR: 053/210
63627194042945.953	experiment	feedback (n, 2/4)
63627194043650.680	info	autosave (1373ms)
63627194045026.852	scanner	TR: 054/210
63627194046793.719	scanner	TR: 055/210
63627194048794.273	scanner	TR: 056/210
63627194050793.742	scanner	TR: 057/210
63627194050796.625	experiment	block 5 start
63627194052792.562	scanner	TR: 058/210
63627194054791.492	scanner	TR: 059/210
63627194056792.148	scanner	TR: 060/210
63627194057165.148	buttonbox	pressed: responseud
63627194058474.211	buttonbox	pressed: responseud
63627194058791.969	scanner	TR: 061/210
63627194060792.297	scanner	TR: 062/210
63627194061059.742	buttonbox	pressed: responseud
63627194062791.445	scanner	TR: 063/210
63627194062832.594	buttonbox	pressed: responseud
63627194064091.617	buttonbox	pressed: responseud
63627194064793.086	scanner	TR: 064/210
63627194064808.781	experiment	fixations correct: 5/5 (100%)
63627194065834.625	buttonbox	pressed: responselrud
63627194066792.305	scanner	TR: 065/210
63627194066950.414	experiment	feedback (y, 3/5)
63627194068792.234	scanner	TR: 066/210
63627194069493.781	info	autosave (1558ms)
63627194071056.203	scanner	TR: 067/210
63627194072791.281	scanner	TR: 068/210
63627194074791.734	scanner	TR: 069/210
63627194076793.250	scanner	TR: 070/210
63627194076796.117	experiment	block 6 start
63627194078791.977	scanner	TR: 071/210
63627194080791.320	scanner	TR: 072/210
63627194082793.016	scanner	TR: 073/210
63627194083449.695	buttonbox	pressed: responseud
63627194084791.844	scanner	TR: 074/210
63627194085803.656	buttonbox	pressed: responseud
63627194086791.625	scanner	TR: 075/210
63627194088109.289	buttonbox	pressed: responseud
63627194088791.586	scanner	TR: 076/210
