200, 63626905183574.195;
201, 63626905185575.070;
202, 63626905187575.734;
203, 63626905189573.852;
204, 63626905191574.812;
205, 63626905193573.914;
206, 63626905195575.078;
207, 63626905197574.680;
208, 63626905199575.359;
209, 63626905201576.383;
210, 63626905203576.148;
1, 63626905249853.984;
2, 63626905251856.000;
3, 63626905253855.070;
4, 63626905255854.180;
5, 63626905257855.734;
6, 63626905259855.555;
7, 63626905261855.672;
8, 63626905263854.016;
9, 63626905265854.438;
10, 63626905267855.961;
11, 63626905269855.602;
12, 63626905271854.867;
13, 63626905273855.516;
14, 63626905275856.609;
15, 63626905277853.656;
16, 63626905279853.375;
17, 63626905281854.016;
18, 63626905283855.852;
19, 63626905285857.734;
20, 63626905287855.180;
21, 63626905289854.227;
22, 63626905291853.625;
23, 63626905293854.516;
24, 63626905295856.711;
25, 63626905297853.891;
26, 63626905299853.750;
27, 63626905301856.945;
28, 63626905303856.938;
29, 63626905305856.219;
30, 63626905307853.562;
31, 63626905309853.625;
32, 63626905311854.367;
33, 63626905313855.352;
34, 63626905315855.211;
35, 63626905317854.586;
36, 63626905319855.734;
37, 63626905321853.719;
38, 63626905323853.547;
39, 63626905325854.078;
40, 63626905327854.875;
41, 63626905329854.469;
42, 63626905331853.773;
43, 63626905333854.195;
44, 63626905335855.164;
45, 63626905337854.773;
46, 63626905339853.625;
47, 63626905341855.922;
48, 63626905343853.352;
49, 63626905345855.117;
50, 63626905347852.711;
51, 63626905349855.961;
52, 63626905351854.383;
53, 63626905353853.164;
54, 63626905355856.320;
55, 63626905357856.047;
56, 63626905359853.852;
57, 63626905361853.203;
58, 63626905363854.922;
59, 63626905365852.938;
60, 63626905367853.156;
61, 63626905369853.055;
62, 63626905371854.234;
63, 63626905373853.281;
64, 63626905375855.852;
65, 63626905377853.352;
66, 63626905379855.242;
67, 63626905381854.234;
68, 63626905383854.438;
69, 63626905385853.969;
70, 63626905387856.062;
71, 63626905389855.203;
72, 63626905391853.242;
73, 63626905393854.141;
74, 63626905395853.844;
75, 63626905397852.898;
76, 63626905399852.961;
77, 63626905401855.992;
78, 63626905403854.609;
79, 63626905405855.773;
80, 63626905407852.680;
81, 63626905409853.672;
82, 63626905411853.758;
83, 63626905413854.883;
84, 63626905415855.664;
85, 63626905417852.906;
86, 63626905419853.016;
87, 63626905421854.164;
88, 63626905423854.883;
89, 63626905425855.375;
90, 63626905427854.125;
91, 63626905429854.312;
92, 63626905431854.727;
93, 63626905433855.836;
94, 63626905435854.414;
95, 63626905437855.773;
96, 63626905439855.703;
97, 63626905441853.797;
98, 63626905443853.680;
99, 63626905445852.633;
100, 63626905447854.359;
101, 63626905449854.398;
102, 63626905451852.945;
103, 63626905453855.344;
104, 63626905455852.648;
105, 63626905457854.750;
106, 63626905459854.492;
107, 63626905461855.680;
108, 63626905463856.188;
109, 63626905465854.477;
110, 63626905467855.367;
111, 63626905469854.055;
112, 63626905471853.781;
113, 63626905473854.289;
114, 63626905475854.562;
115, 63626905477853.031;
116, 63626905479853.953;
117, 63626905481852.320;
118, 63626905483854.914;
119, 63626905485852.367;
120, 63626905487854.180;
121, 63626905489854.336;
122, 63626905491856.688;
123, 63626905493855.305;
124, 63626905495854.961;
125, 63626905497855.141;
126, 63626905499854.688;
127, 63626905501852.742;
128, 63626905503851.867;
129, 63626905505851.891;
130, 63626905507852.461;
131, 63626905509852.250;
132, 63626905512030.062;
133, 63626905513853.383;
134, 63626905515852.422;
135, 63626905517852.562;
136, 63626905519854.305;
137, 63626905521852.305;
138, 63626905523852.375;
139, 63626905525851.961;
140, 63626905527851.930;
141, 63626905529852.414;
142, 63626905531853.805;
143, 63626905533852.391;
144, 63626905535852.188;
145, 63626905537854.703;
146, 63626905539853.797;
147, 63626905541852.023;
148, 63626905543851.609;
149, 63626905545854.055;
150, 63626905547852.047;
151, 63626905549854.000;
152, 63626905551853.680;
153, 63626905553851.930;
154, 63626905555851.602;
155, 63626905557852.828;
156, 63626905559852.172;
157, 63626905561853.086;
158, 63626905563853.633;
159, 63626905565852.430;
160, 63626905567852.805;
161, 63626905569852.617;
162, 63626905571854.273;
163, 63626905573851.438;
164, 63626905575853.086;
165, 63626905577854.680;
166, 63626905579852.711;
167, 63626905581851.906;
168, 63626905583854.586;
169, 63626905585851.352;
170, 63626905587852.578;
171, 63626905589854.320;
172, 63626905591852.305;
173, 63626905593852.008;
174, 63626905595854.695;
175, 63626905597852.094;
176, 63626905599853.133;
177, 63626905601852.867;
178, 63626905603852.625;
179, 63626905605853.641;
180, 63626905607851.719;
181, 63626905609852.594;
182, 63626905611852.016;
183, 63626905613851.688;
184, 63626905615854.680;
185, 63626905617852.383;
186, 63626905619852.172;
187, 63626905621851.859;
188, 63626905623854.219;
189, 63626905625851.562;
190, 63626905627853.938;
191, 63626905629851.859;
192, 63626905631852.766;
193, 63626905633851.836;
194, 63626905635852.867;
195, 63626905637851.281;
196, 63626905639852.898;
197, 63626905641851.719;
198, 63626905643851.453;
199, 63626905645852.555;
200, 63626905647851.430;
201, 63626905649852.898;
202, 63626905651853.602;
203, 63626905653851.156;
204, 63626905655852.055;
205, 63626905657852.352;
206, 63626905659851.391;
207, 63626905661852.617;
208, 63626905663851.945;
209, 63626905665852.891;
210, 63626905667852.789;
1, 63626905715181.930;
2, 63626905717184.641;
3, 63626905719182.516;
4, 63626905721184.766;
5, 63626905723182.750;
6, 63626905725182.109;
7, 63626905727184.578;
8, 63626905729181.648;
9, 63626905731182.578;
10, 63626905733183.125;
11, 63626905735184.648;
12, 63626905737182.219;
13, 63626905739181.664;
14, 63626905741961.789;
15, 63626905743182.625;
16, 63626905745183.102;
17, 63626905747182.898;
18, 63626905749181.688;
19, 63626905751181.555;
20, 63626905753181.703;
21, 63626905755182.500;
22, 63626905757182.289;
23, 63626905759181.719;
24, 63626905761183.734;
25, 63626905763182.469;
26, 63626905765182.227;
27, 63626905767181.969;
28, 63626905769183.062;
29, 63626905771184.734;
30, 63626905773184.109;
31, 63626905775183.961;
32, 63626905777183.297;
33, 63626905779182.930;
34, 63626905781183.078;
35, 63626905783181.469;
36, 63626905785193.469;
37, 63626905787183.773;
38, 63626905789182.945;
39, 63626905791181.500;
40, 63626905793181.875;
41, 63626905795181.664;
42, 63626905797183.805;
43, 63626905799183.961;
44, 63626905801182.398;
45, 63626905803182.062;
46, 63626905805182.258;
47, 63626905807181.633;
48, 63626905809181.727;
49, 63626905811184.328;
50, 63626905813182.609;
51, 63626905815182.164;
52, 63626905817182.672;
53, 63626905819183.031;
54, 63626905821219.891;
55, 63626905823183.719;
56, 63626905825181.289;
57, 63626905827181.961;
58, 63626905829180.648;
59, 63626905831183.570;
60, 63626905833182.641;
61, 63626905835181.281;
62, 63626905837181.609;
63, 63626905839180.703;
64, 63626905841181.711;
65, 63626905843182.148;
66, 63626905845181.797;
67, 63626905847183.609;
68, 63626905849180.938;
69, 63626905851183.344;
70, 63626905853183.609;
71, 63626905855181.719;
72, 63626905857181.570;
73, 63626905859181.914;
74, 63626905861181.102;
75, 63626905863181.844;
76, 63626905865182.203;
77, 63626905867182.055;
78, 63626905869181.680;
79, 63626905871182.805;
80, 63626905873182.227;
81, 63626905875183.336;
82, 63626905877181.016;
83, 63626905879182.867;
84, 63626905881184.172;
85, 63626905883180.984;
86, 63626905885181.633;
87, 63626905887181.719;
88, 63626905889181.578;
89, 63626905891181.406;
90, 63626905893180.602;
91, 63626905895180.641;
92, 63626905897183.664;
93, 63626905899181.281;
94, 63626905901182.648;
95, 63626905903180.758;
96, 63626905905180.477;
97, 63626905907180.703;
98, 63626905909183.430;
99, 63626905911180.812;
100, 63626905913180.812;
101, 63626905915181.250;
102, 63626905917183.078;
103, 63626905919182.750;
104, 63626905921182.625;
105, 63626905923180.977;
106, 63626905925180.758;
107, 63626905927180.312;
108, 63626905929183.703;
109, 63626905931183.297;
110, 63626905933180.625;
111, 63626905935182.094;
112, 63626905937180.391;
113, 63626905939181.867;
114, 63626905941181.078;
115, 63626905943181.711;
116, 63626905945182.914;
117, 63626905947180.281;
118, 63626905949180.484;
119, 63626905951180.953;
120, 63626905953179.945;
121, 63626905955183.266;
122, 63626905957181.312;
123, 63626905959183.383;
124, 63626905961182.242;
125, 63626905963180.133;
126, 63626905965181.938;
127, 63626905967180.695;
128, 63626905969180.422;
129, 63626905971181.555;
130, 63626905973181.062;
131, 63626905975183.328;
132, 63626905977183.562;
133, 63626905979182.883;
134, 63626905981180.531;
135, 63626905983182.703;
136, 63626905985183.008;
137, 63626905987182.031;
138, 63626905989180.195;
139, 63626905991181.992;
140, 63626905993182.945;
141, 63626905995180.398;
142, 63626905997182.008;
143, 63626905999181.359;
144, 63626906001180.266;
145, 63626906003180.188;
146, 63626906005181.594;
147, 63626906007180.297;
148, 63626906009183.273;
149, 63626906011180.883;
150, 63626906013181.102;
151, 63626906015181.242;
152, 63626906017180.656;
153, 63626906019181.688;
154, 63626906021181.000;
155, 63626906023181.148;
156, 63626906025180.438;
157, 63626906027181.539;
158, 63626906029181.047;
159, 63626906031182.070;
160, 63626906033180.594;
161, 63626906035181.016;
162, 63626906037182.984;
163, 63626906039182.258;
164, 63626906041180.000;
165, 63626906043179.758;
166, 63626906045181.078;
167, 63626906047181.164;
168, 63626906049180.703;
169, 63626906051179.680;
170, 63626906053183.180;
171, 63626906055181.086;
172, 63626906057181.250;
173, 63626906059182.625;
174, 63626906061180.516;
175, 63626906063179.555;
176, 63626906065181.750;
177, 63626906067181.812;
178, 63626906069181.359;
179, 63626906071180.516;
180, 63626906073179.742;
181, 63626906075180.562;
182, 63626906077180.156;
183, 63626906079182.719;
184, 63626906081180.156;
185, 63626906083181.953;
186, 63626906085180.867;
187, 63626906087180.891;
188, 63626906089181.328;
189, 63626906091179.742;
190, 63626906093181.750;
191, 63626906095182.656;
192, 63626906097181.016;
193, 63626906099180.992;
194, 63626906101179.734;
195, 63626906103179.594;
196, 63626906105179.766;
197, 63626906107180.883;
198, 63626906109181.523;
199, 63626906111179.703;
200, 63626906113181.703;
201, 63626906115183.688;
202, 63626906117179.578;
203, 63626906119180.281;
204, 63626906121179.250;
205, 63626906123179.578;
206, 63626906125179.430;
207, 63626906127181.898;
208, 63626906129179.984;
209, 63626906131179.109;
210, 63626906133180.219;
1, 63626906199936.508;
2, 63626906201938.367;
3, 63626906203936.414;
4, 63626906205938.422;
5, 63626906207937.195;
6, 63626906209937.734;
7, 63626906211938.562;
8, 63626906213938.086;
9, 63626906215937.883;
10, 63626906217937.078;
11, 63626906219936.594;
12, 63626906221936.664;
13, 63626906223936.914;
14, 63626906225937.555;
15, 63626906227936.609;
16, 63626906229936.398;
17, 63626906231936.641;
18, 63626906233936.773;
19, 63626906235938.617;
20, 63626906237939.797;
21, 63626906239936.781;
22, 63626906241936.281;
23, 63626906243938.047;
24, 63626906245938.336;
25, 63626906247939.570;
26, 63626906249938.289;
27, 63626906251938.992;
28, 63626906253939.602;
29, 63626906255936.523;
30, 63626906257938.086;
31, 63626906259938.047;
32, 63626906261938.016;
33, 63626906263937.125;
34, 63626906265939.328;
35, 63626906267936.891;
36, 63626906269936.430;
37, 63626906271937.977;
38, 63626906273936.172;
39, 63626906275937.016;
40, 63626906277935.953;
41, 63626906279937.188;
